bug: ap_escape_html2 in http2env, pair: (ap_escape_html2, apr_pstrcat), support: 17, confidence: 425.00%
bug: log_error_core in sig_coredump, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_create_scoreboard, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_log_pid, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in log_backtrace, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_log_mpm_common, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in event_open_logs, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in open_error_log, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in core_override_type, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in child_main, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in core_check_config, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_if_walk_sub, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_response_code_string, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in decl_die, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_uname2id, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in usage, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in join_workers, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_parse_vhost_addrs, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_process_request, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_unixd_set_rlimit, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_invoke_handler, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in push2worker, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_log_command_line, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in start_threads, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in reclaim_one_pid, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_is_recursion_limit_exceeded, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in op_file_subr, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in piped_log_maintenance, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in add_any_filter, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_duplicate_listeners, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_resolve_env, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_sock_disable_nagle, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in event_pre_config, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_get_basic_auth_pw, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_unixd_accept, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_setup_listeners, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_note_digest_auth_failure, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in event_run, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_scan_script_header_err_core_ex, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_process_async_request, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_set_name_virtual_host, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in log_child_errfn, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in unescape_func, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in check_headers_table, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_open_logs, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in ap_reopen_scoreboard, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: log_error_core in add_any_filter_handle, pair: (apr_pstrcat, log_error_core), support: 33, confidence: 550.00%
bug: __ctype_b_loc in http2env, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_scan_script_header_err_brigade_ex, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_varbuf_regsub, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_register_output_filter_protocol, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_unescape_all, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_update_vhost_from_headers, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_scan_script_header_err_core, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_is_url, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in fix_hostname, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_find_list_item, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_get_token, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_varbuf_cfg_getline, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_cfg_getline, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_pstr2_alnum, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_signal_server, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_set_keepalive, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_get_list_item, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_register_input_filter, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_scan_script_header_err, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_log_rdata_, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_unescape_url, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_log_cdata_, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_find_etag_weak, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_unescape_urlencoded, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_read_pid, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in register_filter, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in log_data_core, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_field_noparam, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_scan_script_header_err_brigade, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in unescape_url, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_getword_conf, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_str2_alnum, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_getword_conf2, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_scan_script_header_err_strs_ex, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_rxplus_compile, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in uniq_field_values, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_find_etag_strong, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_log_csdata_, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_scan_script_header_err_strs, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_register_output_filter, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_getword_conf2_nc, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_getword_white_nc, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_pregsub, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in find_list_item, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_scan_script_header_err_ex, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_parse_vhost_addrs, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_size_list_item, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_unixd_set_rlimit, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_getword_conf_nc, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_pregsub_ex, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in regsub_core, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_log_data_, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_unescape_url_keep2f, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_scan_script_header_err_core_ex, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_find_last_token, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in set_server_alias, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: __ctype_b_loc in ap_getword_white, pair: (__ctype_b_loc, apr_pstrcat), support: 34, confidence: 106.25%
bug: apr_table_make in ap_cookie_read, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: apr_table_make in ap_args_to_table, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: apr_table_make in ap_set_sub_req_protocol, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: apr_table_make in create_core_server_config, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: apr_table_make in core_create_conn, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: apr_table_make in set_override_list, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: apr_table_make in set_define, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: apr_table_make in make_sub_request, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: apr_table_make in ap_scan_script_header_err_core_ex, pair: (ap_log_rerror_, apr_table_make), support: 14, confidence: 127.27%
bug: log_error_core in ap_check_pipeline, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in http2env, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_cookie_read, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in load_module, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_pcfg_openfile, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_init_rng, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in core_upgrade_handler, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_directory_walk, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_replace_stderr_log, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_update_vhost_from_headers, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_mpm_end_gen_helper, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in process_socket, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_get_local_host, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_remove_module, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_log_assert, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in basic_http_header, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in op_url_subr, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in fix_hostname, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_xml_parse_input, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_parse_htaccess, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in set_recursion_limit, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_process_child_status, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_remove_pid, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_core_translate, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in set_default_type, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in core_pre_connection, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in core_post_config, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_apply_accept_filter, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in abort_socket_nonblocking, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_set_listener, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_fatal_signal_setup, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_gname2id, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_switch_protocol, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_core_child_status, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in send_brigade_nonblocking, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_read_pid, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_process_request_internal, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in log_data_core, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in set_error_document, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_mpm_podx_signal, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_method_register, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in piped_log_spawn, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_mpm_podx_killpg, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_fcgi_encode_env, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_fini_vhost_config, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in set_override, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in core_create_conn, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in set_override_list, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_setup_client_block, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_pass_brigade_fchk, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_select_protocol, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_read_config, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_note_auth_failure, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_get_mime_headers_core, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_content_length_filter, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in set_loglevel, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_mpm_safe_kill, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in table_do_fn_check_lengths, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_note_basic_auth_failure, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in process_timeout_queue, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in event_check_config, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in sig_coredump, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_create_scoreboard, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_process_config_tree, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_log_pid, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_die_r, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in log_backtrace, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_send_interim_response, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in set_max_workers, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_cookie_remove, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_log_mpm_common, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in event_open_logs, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in open_error_log, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in core_override_type, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in default_handler, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in core_check_config, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_if_walk_sub, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_response_code_string, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in decl_die, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_uname2id, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_http_header_filter, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in usage, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_mpm_set_max_requests, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in join_workers, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_parse_vhost_addrs, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_cookie_write2, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_process_request, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_unixd_set_rlimit, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in dummy_connection, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_invoke_handler, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in load_file, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_log_command_line, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in start_threads, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_proc_mutex_create, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_cookie_write, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_http_filter, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_is_recursion_limit_exceeded, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in op_file_subr, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in add_any_filter, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_read_request, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_duplicate_listeners, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in invoke_cmd, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_global_mutex_create, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_resolve_env, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_sock_disable_nagle, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_get_basic_auth_pw, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_unixd_accept, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_setup_listeners, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_expr_exec_ctx, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_note_digest_auth_failure, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_walk_config, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in set_document_root, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_scan_script_header_err_core_ex, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in internal_internal_redirect, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_process_async_request, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_set_name_virtual_host, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in log_child_errfn, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in unescape_func, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in check_headers_table, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_reopen_scoreboard, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in add_any_filter_handle, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: log_error_core in ap_cookie_remove2, pair: (ap_log_error_, log_error_core), support: 17, confidence: 283.33%
bug: strrchr in ap_strrchr_c, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_rind, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in set_loglevel, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_os_create_privileged_process, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in core_check_config, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_log_cerror_, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_log_cserror_, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_log_error_, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_log_perror_, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in log_error_va_glue, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_strrchr, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_get_exec_line, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_log_rerror_, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in log_file_line, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: strrchr in ap_make_dirstr_parent, pair: (strlen, strrchr), support: 17, confidence: 94.44%
bug: apr_table_overlay in ap_cookie_read, pair: (__ctype_b_loc, apr_table_overlay), support: 10, confidence: 200.00%
bug: apr_table_overlay in ap_internal_fast_redirect, pair: (__ctype_b_loc, apr_table_overlay), support: 10, confidence: 200.00%
bug: apr_table_make in ap_scan_script_header_err_brigade_ex, pair: (apr_table_make, apr_table_setn), support: 11, confidence: 100.00%
bug: apr_table_make in ap_scan_script_header_err_core, pair: (apr_table_make, apr_table_setn), support: 11, confidence: 100.00%
bug: apr_table_make in ap_scan_script_header_err, pair: (apr_table_make, apr_table_setn), support: 11, confidence: 100.00%
bug: apr_table_make in ap_args_to_table, pair: (apr_table_make, apr_table_setn), support: 11, confidence: 100.00%
bug: apr_table_make in ap_set_sub_req_protocol, pair: (apr_table_make, apr_table_setn), support: 11, confidence: 100.00%
bug: apr_table_make in ap_process_http_connection, pair: (apr_table_make, apr_table_setn), support: 11, confidence: 100.00%
bug: apr_table_make in ap_scan_script_header_err_brigade, pair: (apr_table_make, apr_table_setn), support: 11, confidence: 100.00%
bug: apr_table_make in core_create_conn, pair: (apr_table_make, apr_table_setn), support: 11, confidence: 100.00%
